uid,title,genre,popularity,ranked,score
4099,Appaga Piryohae,['Fantasy'],9751,6894.0,6.33
38763,Synchro Noise,['Music'],15529,14083.0,3.42
36666,An Ling Yu Shi Di Qi,"['Sci-Fi', 'Adventure', 'Kids']",11228,6893.0,6.33
29998,Asobi ni Iku yo!: Asobi ni Oide - Owari,['Comedy'],4949,6895.0,6.33
29643,6HP (Six Hearts Princess),['Magic'],6365,6892.0,6.33
30445,"Wake Up, Girls! Deai no Kiroku: A Brief Recording",['Music'],8314,6891.0,6.34
11445,UFO Princess Valkyrie: Recap,"['Comedy', 'Romance', 'Sci-Fi']",9244,6890.0,6.34
3977,To Heart Omake,"['Slice of Life', 'Comedy', 'Harem', 'School']",7380,6888.0,6.34
40693,The iDOLM@STER Cinderella Girls: Spin-off!,['Music'],10388,6887.0,6.34
37672,Toji no Miko Recap,"['Action', 'Fantasy']",7322,6889.0,6.34
16754,Taegeugsonyeon Huin Dogsuli,"['Action', 'Adventure', 'Super Power', 'Shounen']",14491,14097.0,4.13
26261,Tabi no Kisetsu,"['Drama', 'Kids']",14643,14091.0,8.07
7052,Shinshuu Sudama-hen,"['Action', 'Martial Arts', 'Samurai', 'Historical', 'Seinen']",11077,6885.0,6.34
33193,Shi Wan Ge Leng Xiaohua,"['Comedy', 'Parody']",11379,6884.0,6.34
13563,The Four Seasons,['Slice of Life'],8311,6886.0,6.34
36037,Senran Kagura Shinovi Master: Tokyo Youma-hen,"['Action', 'Comedy', 'Ecchi', 'School']",2906,6883.0,6.34
8840,Senkou no Night Raid: Yogen,"['Action', 'Historical', 'Military', 'Super Power']",6720,6882.0,6.35
7398,Sekai Meisaku Douwa,['Fantasy'],11648,6881.0,6.34
34628,Taka no Tsume x Hello Kitty ga Masaka no Collab!,['Comedy'],14404,14110.0,4.1
13153,Renkyori Enai,['Music'],9578,6879.0,6.34
3065,Ozanari Dungeon: Kaze no Tou,"['Action', 'Adventure', 'Fantasy', 'Comedy']",9234,6878.0,6.34
2052,Nozomi Witches,"['Romance', 'Sports']",9282,6877.0,6.34
980,Rikujou Bouei-tai Mao-chan,"['Comedy', 'Kids', 'Magic', 'Military', 'Sci-Fi']",6362,6880.0,6.34
30754,Tamagotchi! x Taka no Tsume: Tamagotchi de Seikai Seifuku,"['Comedy', 'Parody']",13804,14128.0,5.44
26093,"Tanbai Haru, Tookaraji","['Drama', 'Kids']",14930,14132.0,5.83
5925,Neko Hiki no Oruorane,"['Music', 'Fantasy']",9675,6876.0,6.34
31845,Masou Gakuen HxH,"['Action', 'Sci-Fi', 'Harem', 'Comedy', 'Romance', 'Ecchi', 'Fantasy', 'School']",705,6875.0,6.34
2307,Lime-iro Senkitan: Nankoku Yume Roman,"['Action', 'Ecchi', 'Comedy', 'Mecha']",7393,6872.0,6.34
952,Magical Nyan Nyan Taruto,"['Comedy', 'Magic']",5684,6874.0,6.34
7598,Loups=Garous,"['Sci-Fi', 'Mystery', 'Thriller']",3638,6873.0,6.34
34872,Tapuri Card x Kaijuu Sakaba Kanpai: Kanegon no Shuchou,['Comedy'],13463,14148.0,4.51
21575,Koukaku Kidoutai Arise: Ghost in the Shell - Logicoma Specials,"['Sci-Fi', 'Mecha']",5864,6871.0,6.34
1883,Kappa no Kaikata,['Comedy'],8449,6870.0,6.34
26239,Tenki ni Naare,"['Drama', 'Historical', 'Kids', 'Space']",14864,14174.0,7.15
39181,Shiroi Niji,"['Dementia', 'Music']",15545,13870.0,4.82
34315,Shimajirou to Niji no Oasis,['Kids'],14260,13822.0,7.23
27379,Sekai no Ouja: King Kong Taikai,"['Adventure', 'Sci-Fi']",13861,13763.0,5.19
37281,Joshiochi!: 2-kai kara Onnanoko ga... Futtekita!?,['Ecchi'],2549,6869.0,6.34
37280,Tenka Touitsu Koi no Ran: Shutsujin! Saika 4-nin Shuu,"['Historical', 'Drama', 'Romance', 'Samurai']",12734,14172.0,6.25
34705,Tejina Shi,"['Kids', 'Magic']",15445,14164.0,6.8
35030,Shiro to Takeshi,"['Drama', 'Historical']",15850,13869.0,7.6
32149,Tatsunoko Pro x Peeping Life,"['Comedy', 'Slice of Life']",13107,14155.0,5.04
38304,Time: Toki no Shiori,"['Kids', 'Music']",15973,14225.0,6.04
35680,Time Driver: Bokura ga Kaita Mirai,[],9763,14220.0,6.28
29369,Tick & Tack,"['Kids', 'Fantasy']",14695,14218.0,5.0
38246,Tian Xin Ge Ge 3rd Season,"['Comedy', 'Historical', 'Kids']",15999,14216.0,5.62
33753,Tian Xin Ge Ge 2nd Season,"['Comedy', 'Historical', 'Kids']",14730,14215.0,6.54
15399,The Siamese: First Mission,['Action'],12448,14208.0,5.63
9956,The Primitives: Bongo and Grunge,['Comedy'],14941,14207.0,5.58
32596,The Snack World (TV),"['Adventure', 'Comedy', 'Kids', 'Fantasy']",11305,14209.0,6.5
40570,The Peak,"['Kids', 'Fantasy']",16287,14205.0,4.53
31892,The Legend of Huainanzi,"['Adventure', 'Fantasy', 'Historical']",12707,14202.0,6.46
38863,The Laughing Spider,['Dementia'],15625,14201.0,4.31
39087,The Crater,['Music'],15624,14197.0,4.28
39703,The Closet,['Drama'],15947,14196.0,5.2
38338,The ★ Fire G-Men,['Kids'],15595,14195.0,6.47
39359,Tezuka Osamu no Uchuu Wonder 3: Ginga Renmei no Shisha,"['Kids', 'Sci-Fi']",14512,14192.0,6.55
29151,Tezuka Osamu Monogatari,['Historical'],14070,14191.0,5.23
39358,Tetsuwan Atom no Koutsuu Anzen,"['Kids', 'Sci-Fi']",14166,14189.0,6.59
7982,Tetsuro no Kanata,['Adventure'],11143,14188.0,5.63
11681,Tetsu no Ko Kanahiru,['Fantasy'],14432,14186.0,6.72
32732,Teo the Magic Planet Pilot,"['Adventure', 'Fantasy']",14782,14181.0,5.08
39513,Tenuto,"['Music', 'Romance']",15833,14180.0,5.16
25987,Tensai Bakavon: Yomigaeru Flanders no Inu,"['Comedy', 'Parody']",12821,14177.0,6.75
33309,Jie Mo Ren,"['Action', 'Mystery', 'Supernatural', 'Fantasy']",6530,6868.0,6.34
36894,Inazma Delivery: Dougyousha Attack-hen,"['Action', 'Sci-Fi', 'Comedy']",11472,6867.0,6.34
36952,Tennis no Ouji-sama: Best Games!!,"['Action', 'Comedy', 'School', 'Shounen', 'Sports']",7808,14176.0,7.34
13639,Hi no Youjin,"['Historical', 'Slice of Life']",5470,6866.0,6.34
33077,Terajima-chou Kidan: Ginnagashi,['Historical'],14865,14183.0,7.13
36784,Hataraku Onii-san!,"['Slice of Life', 'Comedy']",5551,6865.0,6.34
38601,Hangyakusei Million Arthur Special,"['Action', 'Adventure', 'Fantasy', 'Magic']",7763,6864.0,6.34
16740,Hanamaru Youchien Special Preview,"['Comedy', 'School']",8231,6863.0,6.34
6271,Gendai Kibunroku Kaii Monogatari,['Horror'],9559,6862.0,6.34
34960,Tesapuru dayo! Schedule no Au Hito dake Shuugou!,['Comedy'],11968,14185.0,5.46
19445,Tetsujin 28-gou Gao!,"['Slice of Life', 'Mecha']",12257,14187.0,6.32
8156,Gegege no Kitarou: Obake Nighter,"['Sports', 'Demons', 'Supernatural']",10786,6861.0,6.34
20175,Gamba to Kawauso no Bouken,"['Kids', 'Adventure']",12946,6859.0,6.34
8158,Gegege no Kitarou: Jigoku-hen,"['Adventure', 'Fantasy', 'Comedy', 'Supernatural', 'Horror']",10717,6860.0,6.34
39361,Tetsuwan Atom to Sagurou! Dosei wo Mawaru Shinpi no Hoshi Titan,"['Kids', 'Mecha', 'Sci-Fi', 'Space']",13842,14190.0,6.62
4070,Black Jack: Dr. Pinoko no Mori no Bouken,['Comedy'],8250,6856.0,6.34
295,Divergence Eve 2: Misaki Chronicles,"['Adventure', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",5378,6858.0,6.34
18907,Tensai Eri-chan Kingyo wo Tabeta,"['Kids', 'Slice of Life', 'Comedy']",14741,14178.0,4.89
2930,Tensai? Dr. Hamax,['Comedy'],13601,14179.0,5.42
1701,Boku no Marie,"['Comedy', 'Ecchi', 'Romance', 'Sci-Fi', 'Seinen']",6614,6857.0,6.34
30582,"That's Hanakappa Musical: Pan to Gohan, Docchi nano!?","['Kids', 'Comedy', 'Music']",14553,14193.0,5.5600000000000005
10194,Bada-ui Jeonseol Jangbogo,"['Action', 'Adventure', 'Mystery', 'Comedy']",10494,6855.0,6.34
40159,The Ghost of Cartoon,"['Dementia', 'Music']",15868,14198.0,4.41
722,Baby☆Love,"['Comedy', 'Romance']",5836,6854.0,6.34
39335,The Lamp Man,"['Fantasy', 'Mystery']",15640,14200.0,5.47
13863,Arve Rezzle: Kikaijikake no Yousei-tachi,"['Action', 'Thriller', 'Drama', 'Mystery', 'Sci-Fi']",2996,6853.0,6.34
18919,The Midnight★Animal,"['Action', 'Supernatural', 'Seinen']",12123,14204.0,5.17
37228,Tian Shu Qi Tan,['Adventure'],16229,14213.0,6.5
27839,Ticonderonga no Iru Umi,"['Kids', 'Historical', 'Drama']",14571,14219.0,8.33
39229,Time Slip 1923: Mori no Miracle Jishin Taiken,['Kids'],16279,14223.0,8.5
3914,1001 Nights,"['Demons', 'Fantasy', 'Romance', 'Seinen']",4700,6852.0,6.34
17681,Zettai Bouei Leviathan,"['Fantasy', 'Magic', 'Comedy']",2945,6851.0,6.35
33739,Tian Xin Ge Ge,"['Comedy', 'Historical', 'Kids']",13884,14214.0,6.41
8373,Shin Mitsubachi Maya no Bouken,"['Adventure', 'Comedy']",7903,6841.0,6.35
28603,Shakugan no Shana: Naze Nani Shana! Nandemo Shitsumonbako! Special,"['Comedy', 'Fantasy', 'Supernatural']",6410,6840.0,6.35
3755,Sekai Meisaku Douwa: Oyayubi Hime,"['Fantasy', 'Kids']",10277,6839.0,6.35
37888,Tian Yu,"['Action', 'Adventure', 'Demons', 'Fantasy', 'Magic']",12394,14217.0,6.63
10687,Saint Seiya: Legend of Sanctuary,"['Sci-Fi', 'Adventure', 'Fantasy', 'Shounen']",3294,6838.0,6.35
40366,Three Workers,['Music'],16034,14212.0,4.8100000000000005
20111,Time Ranger Cesar Boy no Bouken: Roma Teikoku-hen,"['Adventure', 'Sci-Fi']",14167,14222.0,6.14
2063,Rhea Gall Force,"['Action', 'Military', 'Sci-Fi', 'Mecha']",8111,6837.0,6.35
12529,Time-Patrol Bon: Fujiko F. Fujio Anime Special - SF Adventure,"['Action', 'Adventure']",13757,14224.0,6.25
3474,Push,['Parody'],8317,6836.0,6.35
39034,The Planet of Stray Cats,"['Sci-Fi', 'Parody']",16212,14206.0,7.0
34300,Quanzhi Fashi,"['Action', 'Fantasy', 'Magic', 'School']",1685,1951.0,7.44
6428,Psychoarmor Govarian,"['Action', 'Mecha', 'Super Power', 'Sci-Fi']",10322,6835.0,6.35
11853,Pokemon: Pikachu no Summer Bridge Story,"['Adventure', 'Comedy', 'Fantasy', 'Kids']",6421,6833.0,6.35
610,Popotan,"['Comedy', 'Drama', 'Ecchi', 'Supernatural']",3243,6834.0,6.35
36825,Pokemon Diamond & Pearl: Clip Show,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']",8078,6831.0,6.35
31911,Pokemon Fushigi no Dungeon: Magnagate to Mugendai Meikyu,"['Adventure', 'Fantasy', 'Kids']",7789,6832.0,6.35
38562,The iDOLM@STER SideM: Wake Atte Mini! OVA,"['Comedy', 'Slice of Life']",10298,14199.0,5.65
23723,Teppen,"['Action', 'Comedy']",13027,14182.0,5.32
40376,Terrace House x Craft Boss,['Slice of Life'],15023,14184.0,4.0
40364,Takaramono,"['Music', 'Slice of Life']",16132,14118.0,4.93
40142,Taka no Tsume Yoshida-kun Batten File: Natsuyasumi Mystery Adventure,"['Sci-Fi', 'Mystery', 'Comedy', 'Parody', 'Supernatural']",15568,14113.0,5.33
37669,Taiyou to Tsuki no Kodomo-tachi,"['Music', 'Kids']",15673,14105.0,4.95
32590,Taeng-gu & Ulasyong,"['Action', 'Comedy', 'Mecha']",14331,14100.0,5.79
18569,Taiman Blues: Shimizu Naoto-hen,['Shounen'],12204,14104.0,5.78
38308,TaChiTsuTeTo Te wo,"['Kids', 'Music']",16020,14094.0,4.0
40423,Taeko no Nichijou,['Slice of Life'],13563,14098.0,3.75
26219,Tabidachi no Hi ni,"['Drama', 'Kids']",15123,14093.0,7.55
19517,Taabou no Ryuuguusei Daitanken,"['Sci-Fi', 'Space', 'Kids', 'Fantasy']",14087,14089.0,5.34
35004,T-sensei,"['Slice of Life', 'School', 'Seinen']",10303,14086.0,7.23
38495,"Supa Dupa Fly feat. Shounan no Kaze, Moomin, Kenty Gross, Bes, Apollo, Natural Weapon, Doraku",['Music'],15699,14060.0,3.81
16568,Super Taekwon V,"['Action', 'Sci-Fi', 'Mecha']",13364,14064.0,4.6
40209,Subarashii Shigoto,['Dementia'],15911,14041.0,4.61
32629,"Subarashii Sekai Ryokou: New York Tabi ""Computopia Seireki Nisennen no Monogatari""",['Sci-Fi'],14431,14040.0,5.77
37414,Stereo,['Music'],15346,14034.0,4.83
40660,Start,['Slice of Life'],14842,14033.0,4.27
40431,Starmyu 3rd Season: Encore,"['Music', 'Slice of Life', 'School']",11120,14031.0,6.24
39735,"Sousaku no, Ima!!: Baja",['Kids'],12092,14014.0,6.67
614,Okusama wa Mahou Shoujo,"['Magic', 'Romance']",5013,6830.0,6.35
36585,Sougou Medical Koushiki,['Drama'],15021,14010.0,5.75
32805,Nyanbo!,['Comedy'],5677,6829.0,6.35
3514,Noramimi,['Comedy'],10375,6828.0,6.35
29233,Ninja Hattori-kun Plus Perman: Ninja Kaijuu Jippou tai Miracle Tamago,"['Adventure', 'Martial Arts', 'Comedy', 'Super Power', 'Sci-Fi']",12642,6827.0,6.35
19257,Meganebu!,"['Comedy', 'School', 'Slice of Life']",2734,6826.0,6.35
40573,Sotsugyou Mae: 10-hi de 100 no Dekigoto,"['Kids', 'Music']",16228,14009.0,4.77
1280,Mamono Hunter Youko,"['Fantasy', 'Magic', 'Comedy', 'Supernatural', 'Horror']",4578,6825.0,6.35
3881,Majokko Tickle,"['Magic', 'Comedy', 'Shoujo']",9919,6824.0,6.35
3448,Mad★Bull 34,"['Action', 'Police']",5105,6823.0,6.35
21969,Sore Ike! Anpanman: Yumeneko no Kuni no Nyanii,"['Comedy', 'Fantasy', 'Kids']",13656,14003.0,6.27
11497,Sore Ike! Zukkoke Sannin-gumi,"['Comedy', 'Kids', 'School']",13733,14007.0,6.42
11221,Machikado no Märchen,"['Music', 'Romance']",9728,6822.0,6.35
21963,Sore Ike! Anpanman: Tsukiko to Shiratama - Tokimeki Dancing,"['Comedy', 'Fantasy', 'Kids']",13981,13998.0,5.94
3571,Mach GoGoGo (1997),"['Adventure', 'Cars']",7428,6821.0,6.35
25149,Lu Ling,['Kids'],13515,6820.0,6.35
17219,Sore Ike! Anpanman: Roll to Laura Ukigumojou no Himitsu,"['Kids', 'Fantasy', 'Comedy']",13343,13989.0,6.26
21951,Sore Ike! Anpanman: Hiya Hiya Hiyariko to Bafu Bafu Baikinman,"['Kids', 'Fantasy', 'Comedy']",13958,13964.0,6.12
21945,Sore Ike! Anpanman: Baikinman vs. Baikinman!?,"['Kids', 'Fantasy', 'Comedy']",14068,13955.0,6.03
555,Koutetsu Tenshi Kurumi 2,"['Comedy', 'Mecha', 'Romance', 'Sci-Fi', 'Shoujo Ai', 'Shounen']",4380,6819.0,6.35
28713,Isuca: Gokuraku,"['Comedy', 'Ecchi', 'Romance', 'Seinen', 'Supernatural']",3559,6818.0,6.35
10541,Shuukan Shimakou,['Comedy'],11341,13909.0,5.46
22791,Sora Iro Hana Iro,"['Drama', 'Slice of Life']",14529,13942.0,5.44
647,Harukanaru Toki no Naka de: Ajisai Yumegatari,"['Adventure', 'Fantasy', 'Romance', 'Supernatural', 'Demons', 'Historical', 'Drama', 'Shoujo']",7097,6816.0,6.35
36197,Infini-T Force Movie: Gatchaman - Saraba Tomo yo,"['Action', 'Sci-Fi', 'Seinen', 'Super Power']",8715,6817.0,6.35
40349,Shounen Sunday CM: All-Star Total Appearance,"['Comedy', 'Sports', 'Shounen']",16118,13899.0,4.04
36677,Shishido Journey,['Music'],14798,13878.0,4.55
34722,Shiseido HG Super Hard,['Comedy'],15208,13876.0,5.3
18943,Shimajirou to Fufu no Daibouken Movie: Sukue! Nana-iro no Hana,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Magic']",13748,13820.0,6.04
36639,Shadowverse,"['Fantasy', 'Game']",12802,13783.0,7.04
39644,Setsugetsuka,['Music'],16175,13779.0,5.52
37603,Sayonara no Kawari ni 2013,['Music'],15464,13741.0,4.76
27681,Sasurai-kun,"['Slice of Life', 'Comedy']",13975,13737.0,6.7
30138,Rusuden Hour: Sodan Brothers,['Comedy'],14528,13684.0,6.41
10445,Perfect Day,['Music'],4362,1949.0,7.43
31414,Nijiiro Days,"['Comedy', 'Romance', 'School', 'Shoujo', 'Slice of Life']",898,1948.0,7.44
9212,Ruri-iro Princess,"['Romance', 'Shoujo']",11843,13682.0,5.7
40111,Nezha Zhi Mo Tong Jiang Shi,"['Action', 'Comedy', 'Historical', 'Drama', 'Fantasy']",7697,1947.0,7.44
6325,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,"['Action', 'Comedy', 'Martial Arts', 'Shounen', 'Super Power']",908,1946.0,7.44
10653,Running Boy: Star Soldier no Himitsu,"['Sci-Fi', 'Space']",13398,13679.0,5.95
37732,Ruby,['Music'],16047,13677.0,4.33
3268,Mai-Otome 0: S.ifr,['Sci-Fi'],3921,1945.0,7.44
35495,Robinson Crusoe: Mujintou no Bouken,"['Adventure', 'Drama']",15589,13657.0,6.5
489,Kamichu!,"['Comedy', 'Drama', 'Slice of Life', 'Supernatural']",2015,1944.0,7.44
35376,Himouto! Umaru-chan R,"['Comedy', 'School', 'Seinen', 'Slice of Life']",874,1943.0,7.44
36686,Hifuu Katsudou Kiroku: The Sealed Esoteric History,"['Magic', 'Fantasy']",6382,1942.0,7.44
39923,Risu ni Koi Shita Shounen,"['Kids', 'Music']",16057,13653.0,3.83
3073,Robby to Kerobby,"['Kids', 'Comedy']",13488,13655.0,6.18
5929,Hi no Ame ga Furu,"['Drama', 'Historical']",9362,1941.0,7.44
506,Glass no Kamen,"['Drama', 'Romance', 'Shoujo']",5254,1940.0,7.44
23703,Gatchaman Crowds: Embrace,"['Adventure', 'Sci-Fi']",3707,1939.0,7.44
25183,Gangsta.,"['Action', 'Drama', 'Seinen']",271,1938.0,7.44
1391,Future GPX Cyber Formula,"['Adventure', 'Sci-Fi', 'Shounen', 'Sports']",6077,1937.0,7.44
39385,Replicant,"['Music', 'Slice of Life', 'Romance']",16210,13640.0,5.62
36757,Happy☆Twinkle,"['Fantasy', 'Magic', 'Music']",12544,6815.0,6.35
39869,Rere no Aoi Sora,"['Music', 'Kids']",16130,13641.0,3.63
19467,Revbahaf Wang-gug Jaegeon-soelgi,"['Comedy', 'Drama', 'Shoujo']",11231,13645.0,6.44
23661,Glass no Chikyuu wo Sukue Unico Special,"['Kids', 'Fantasy']",12135,6814.0,6.35
16526,Ranpou,"['Parody', 'Comedy', 'School']",12994,13634.0,6.17
1868,Giniro no Olynsis: Tokito,"['Adventure', 'Drama', 'Romance', 'Mecha']",5136,6813.0,6.35
7158,Dr. Slump Movie 09: Arale-chan N-cha!! Wakuwaku Hot no Natsuyasumi,"['Comedy', 'Sci-Fi', 'Shounen']",9791,6811.0,6.35
10528,Duel Masters Cross Shock,"['Action', 'Adventure', 'Comedy', 'Shounen']",8631,6812.0,6.35
31019,Norasco (TV),"['Slice of Life', 'Comedy']",13103,13330.0,5.38
35443,Nui Nui Hinobori San Kyoudai,['Slice of Life'],11714,13340.0,5.87
33156,Code Geass: Hangyaku no Lelouch R2 Picture Drama - Last Moratorium,"['Comedy', 'School', 'Slice of Life']",5346,6810.0,6.35
301,Cinderella Boy,"['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",5762,6809.0,6.35
35108,Ninja Tamamaru: Toukaidou Gojuusan-ji,"['Kids', 'Martial Arts']",15562,13293.0,6.57
31211,Choegang Top Plate,"['Action', 'Kids', 'Sports', 'Comedy']",12518,6808.0,6.35
6579,Chikyuu Bouei Kazoku Special,"['Action', 'Game', 'Drama']",11724,6807.0,6.35
14237,Busou Shinki,"['Action', 'Sci-Fi', 'Slice of Life', 'Mecha']",2501,6806.0,6.35
26215,Niji no Kizuna,"['Drama', 'Kids']",15228,13276.0,6.5
31017,Neko wa Ikite Iru,"['Kids', 'Historical', 'Drama']",14615,13253.0,6.5
9498,Naniwa Yuukyouden,"['Action', 'Comedy']",13043,13205.0,5.79
39876,Mori no Kuma-san,"['Kids', 'Music']",16083,13130.0,4.13
6520,Anime TV de Hakken! Tamagotchi,"['Comedy', 'Fantasy', 'Kids', 'Slice of Life']",11201,6804.0,6.35
2789,B-Legend! Battle B-Daman,"['Adventure', 'Fantasy', 'Game', 'Kids']",4404,6805.0,6.35
35306,Mori no Kaori x Kamiusagi Rope,"['Comedy', 'Slice of Life']",14525,13128.0,4.89
5935,Animation Kikou: Marco Polo no Bouken,"['Adventure', 'Historical']",10828,6803.0,6.35
23005,Mogura no Motoro,['Slice of Life'],13503,13107.0,6.9
1346,AD Police,"['Sci-Fi', 'Adventure', 'Mystery', 'Dementia', 'Police', 'Psychological', 'Thriller', 'Mecha']",4240,6801.0,6.35
21861,Airy Me,"['Dementia', 'Drama', 'Horror', 'Music']",6771,6802.0,6.35
33603,Mo Jing Lieren 2nd Season,"['Adventure', 'Fantasy']",14759,13102.0,6.47
5374,Miracle! Mimika,"['Kids', 'Slice of Life']",12429,13087.0,5.55
35519,Mahou no Yousei Persia: Kaiten Mokuba,"['Comedy', 'Magic']",13468,12939.0,6.38
22827,Magical★Taruruuto-kun Movie,"['Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Magic', 'School']",12914,12934.0,6.23
35513,MAFF x Chobitto Zukan,"['Comedy', 'Kids']",14684,12927.0,3.79
36447,Lord of Vermilion IV,"['Game', 'Fantasy']",9811,12905.0,4.98
7500,Maabou no Shounen Koukuu Tsuwamono,['Historical'],12926,12914.0,5.47
30343,Legend of the Moles: The Frozen Horror,"['Kids', 'Adventure', 'Fantasy']",14973,12876.0,6.05
38072,Kkoma Bus Tayo 3,"['Cars', 'Kids']",15758,12734.0,4.0
22597,Kimezou no Kimarimonku Ja Kimaranee. Featuring Sabu-Otoko,['Comedy'],14777,12694.0,5.71
30976,Kiminari Dousuru? Yuukai Itazura: Sarenai Tame ni,"['Drama', 'Kids']",15634,12703.0,7.56
22643,Kero Kero Keroppi no Kyouryuu ga Deta,"['Fantasy', 'Kids']",14233,12662.0,6.54
10139,21 Seiki Manga Hajimete Monogatari,"['Adventure', 'Comedy', 'Kids', 'Sci-Fi']",11455,6800.0,6.35
3234,009-1: R&B,"['Action', 'Sci-Fi', 'Seinen']",6303,6799.0,6.35
36119,Uma no Friends,"['Comedy', 'Sports', 'Fantasy']",6752,6798.0,6.36
37866,Uchuu Senkan Tiramisù Specials,"['Sci-Fi', 'Slice of Life', 'Space', 'Comedy', 'Mecha', 'Seinen']",7355,6797.0,6.36
10224,Uchuu Majin Daikengou,"['Action', 'Sci-Fi', 'Adventure', 'Space', 'Mecha']",10524,6796.0,6.36
4475,Toshi wo Totta Wani,['Drama'],7586,6795.0,6.36
1713,Submarine Super 99,"['Action', 'Military', 'Sci-Fi', 'Adventure', 'Shounen']",9205,6792.0,6.36
8449,Togainu no Chi,"['Action', 'Sci-Fi', 'Shounen Ai']",1518,6794.0,6.36
11773,To Heart 2: Dungeon Travelers,"['Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Magic', 'Seinen']",6661,6793.0,6.36
3822,Sougen no Shoujo Laura,"['Adventure', 'Shoujo']",11067,6791.0,6.36
3869,Sakura Momoko Gekijou: Coji-Coji,"['Fantasy', 'Comedy']",11908,6789.0,6.36
1671,Soreyuke! Uchuu Senkan Yamamoto Yohko II,"['Action', 'Sci-Fi', 'Adventure']",8332,6790.0,6.36
17777,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.","['Comedy', 'Ecchi', 'Romance', 'Shounen', 'Supernatural']",951,6788.0,6.36
40293,Romeo to Cinderalla wo Utattemita,['Music'],14162,6787.0,6.36
36485,Princess Principal Picture Drama,"['Action', 'Drama', 'Mystery']",5662,6786.0,6.36
38937,Persona 5 the Animation Recap,"['Action', 'Supernatural', 'Fantasy']",7184,6785.0,6.36
35778,Ookami Heart,['Music'],8345,6783.0,6.36
10219,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!! Special,"['Comedy', 'Romance', 'Ecchi']",3963,6782.0,6.36
10180,Otome Youkai Zakuro Picture Drama,"['Romance', 'Supernatural', 'Demons', 'Historical', 'Seinen']",6161,6784.0,6.36
1867,Oira Uchuu no Tankoufu,"['Action', 'Adventure', 'Sci-Fi', 'Shounen', 'Space']",9070,6781.0,6.36
7981,Obake no Q-tarou (1985),"['Comedy', 'Kids', 'School', 'Slice of Life', 'Supernatural']",11934,6780.0,6.36
33038,Nuwa Chengzhang Riji,"['Comedy', 'Fantasy']",5918,6779.0,6.36
9106,Nogsaegjeoncha Hamos,"['Action', 'Adventure', 'Fantasy', 'Shounen']",10759,6778.0,6.36
8891,Nippon-ichi no Otoko no Tamashii 2,"['Comedy', 'Romance']",11478,6777.0,6.36
6270,Neko Machi,"['Fantasy', 'Horror']",9449,6775.0,6.36
35302,Neko Neko Nihonshi 2nd Season,"['Historical', 'Parody', 'Kids', 'Samurai']",11830,6776.0,6.36
36725,Naisho no Hanashi,['Music'],6487,6774.0,6.36
2303,Mobile Suit SD Gundam Mk II,"['Mecha', 'Parody', 'Sci-Fi']",7087,6773.0,6.36
38456,Megane no Mahou,['Drama'],13203,6771.0,6.36
3660,Mahou no Idol Pastel Yumi,"['Comedy', 'Fantasy', 'Kids', 'Magic', 'Shoujo']",8269,6769.0,6.36
3876,Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou,"['Adventure', 'Fantasy']",10697,6768.0,6.36
2133,Mari Iyagi,"['Drama', 'Fantasy', 'Slice of Life']",7255,6770.0,6.36
7124,Madou King Granzort: Bouken-hen,"['Action', 'Sci-Fi', 'Comedy', 'Magic', 'Fantasy', 'Mecha', 'Shounen']",12007,6767.0,6.36
3482,Madonna,"['Sports', 'Comedy', 'School']",8968,6766.0,6.36
5164,Macross 25th Anniversary: All That VF Macross Zero Version,"['Action', 'Sci-Fi', 'Mecha']",7272,6765.0,6.36
2293,Kyoushoku Soukou Guyver,"['Action', 'Sci-Fi', 'Horror', 'Super Power']",5931,6764.0,6.36
22113,Kyoukaisenjou no Horizon: Kyokutou Naruhodo Kouza,"['Comedy', 'Fantasy', 'School']",6945,6763.0,6.36
17753,Kuruneko: Nyaalock Holmes no Bouken,"['Comedy', 'Slice of Life']",11898,6762.0,6.36
6229,Konpeki no Kantai,"['Action', 'Drama', 'Historical', 'Military']",8657,6761.0,6.36
5725,Kodai Ouja Kyouryuu King: Yokuryuu Densetsu,"['Action', 'Adventure', 'Game', 'Kids', 'Sci-Fi']",6328,6760.0,6.36
2281,Jikuu Tantei Genshi-kun,"['Adventure', 'Comedy', 'Fantasy', 'Mystery', 'Sci-Fi', 'Shounen']",4945,6757.0,6.36
39993,Isekai Quartet Relay PV,"['Comedy', 'Parody', 'Fantasy']",8792,6756.0,6.36
12689,Kiss Dum R: Meguriahi,"['Mecha', 'Military', 'Sci-Fi']",9556,6759.0,6.36
15067,Kaiketsu Zorori Da-Da-Da-Daibouken!,"['Adventure', 'Comedy']",12013,6758.0,6.36
3164,Ichigo Ichie: Koibana Tomobana,"['Slice of Life', 'Comedy', 'School']",11711,6755.0,6.36
